GameStamp;GameStamp.offset;GameStamp.score
Test.GameStamp;900;Test.Score
Test.GameStamp;903;Test.Score
Test.GameStamp;906;Test.Score
Test.GameStamp;909;Test.Score
Test.GameStamp;912;Test.Score
Test.GameStamp;915;Test.Score
Test.GameStamp;918;Test.Score
Test.GameStamp;921;Test.Score
Test.GameStamp;924;Test.Score
Test.GameStamp;927;Test.Score
Test.GameStamp;930;Test.Score
Test.GameStamp;933;Test.Score
Test.GameStamp;936;Test.Score
Test.GameStamp;939;Test.Score
Test.GameStamp;942;Test.Score
Test.GameStamp;945;Test.Score
Test.GameStamp;948;Test.Score
Test.GameStamp;951;Test.Score
Test.GameStamp;954;Test.Score
Test.GameStamp;957;Test.Score
Test.GameStamp;960;Test.Score
Test.GameStamp;963;Test.Score
Test.GameStamp;966;Test.Score
Test.GameStamp;969;Test.Score
Test.GameStamp;972;Test.Score
Test.GameStamp;975;Test.Score
Test.GameStamp;978;Test.Score
Test.GameStamp;981;Test.Score
Test.GameStamp;984;Test.Score
Test.GameStamp;987;Test.Score
Test.GameStamp;990;Test.Score
Test.GameStamp;993;Test.Score
Test.GameStamp;996;Test.Score
Test.GameStamp;999;Test.Score
Test.GameStamp;1002;Test.Score
Test.GameStamp;1005;Test.Score
Test.GameStamp;1008;Test.Score
Test.GameStamp;1011;Test.Score
Test.GameStamp;1014;Test.Score
Test.GameStamp;1017;Test.Score
Test.GameStamp;1020;Test.Score
Test.GameStamp;1023;Test.Score
Test.GameStamp;1026;Test.Score
Test.GameStamp;1029;Test.Score
Test.GameStamp;1032;Test.Score
Test.GameStamp;1035;Test.Score
Test.GameStamp;1038;Test.Score
Test.GameStamp;1041;Test.Score
Test.GameStamp;1044;Test.Score
Test.GameStamp;1047;Test.Score
Test.GameStamp;1050;Test.Score
Test.GameStamp;1053;Test.Score
Test.GameStamp;1056;Test.Score
Test.GameStamp;1059;Test.Score
Test.GameStamp;1062;Test.Score
Test.GameStamp;1065;Test.Score
Test.GameStamp;1068;Test.Score
Test.GameStamp;1071;Test.Score
Test.GameStamp;1074;Test.Score
Test.GameStamp;1077;Test.Score
Test.GameStamp;1080;Test.Score
Test.GameStamp;1083;Test.Score
Test.GameStamp;1086;Test.Score
Test.GameStamp;1089;Test.Score
Test.GameStamp;1092;Test.Score
Test.GameStamp;1095;Test.Score
Test.GameStamp;1098;Test.Score
Test.GameStamp;1101;Test.Score
Test.GameStamp;1104;Test.Score
Test.GameStamp;1107;Test.Score
Test.GameStamp;1110;Test.Score
Test.GameStamp;1113;Test.Score
Test.GameStamp;1116;Test.Score
Test.GameStamp;1119;Test.Score
Test.GameStamp;1122;Test.Score
Test.GameStamp;1125;Test.Score
Test.GameStamp;1128;Test.Score
Test.GameStamp;1131;Test.Score
Test.GameStamp;1134;Test.Score
Test.GameStamp;1137;Test.Score
Test.GameStamp;1140;Test.Score
Test.GameStamp;1143;Test.Score
Test.GameStamp;1146;Test.Score
Test.GameStamp;1149;Test.Score
Test.GameStamp;1152;Test.Score
Test.GameStamp;1155;Test.Score
Test.GameStamp;1158;Test.Score
Test.GameStamp;1161;Test.Score
Test.GameStamp;1164;Test.Score
Test.GameStamp;1167;Test.Score
Test.GameStamp;1170;Test.Score
Test.GameStamp;1173;Test.Score
Test.GameStamp;1176;Test.Score
Test.GameStamp;1179;Test.Score
Test.GameStamp;1182;Test.Score
Test.GameStamp;1185;Test.Score
Test.GameStamp;1188;Test.Score
Test.GameStamp;1191;Test.Score
Test.GameStamp;1194;Test.Score
Test.GameStamp;1197;Test.Score
Test.GameStamp;1200;Test.Score
Test.GameStamp;1203;Test.Score
Test.GameStamp;1206;Test.Score
Test.GameStamp;1209;Test.Score
Test.GameStamp;1212;Test.Score
Test.GameStamp;1215;Test.Score
Test.GameStamp;1218;Test.Score
Test.GameStamp;1221;Test.Score
Test.GameStamp;1224;Test.Score
Test.GameStamp;1227;Test.Score
Test.GameStamp;1230;Test.Score
Test.GameStamp;1233;Test.Score
Test.GameStamp;1236;Test.Score
Test.GameStamp;1239;Test.Score
Test.GameStamp;1242;Test.Score
Test.GameStamp;1245;Test.Score
Test.GameStamp;1248;Test.Score
Test.GameStamp;1251;Test.Score
Test.GameStamp;1254;Test.Score
Test.GameStamp;1257;Test.Score
Test.GameStamp;1260;Test.Score
Test.GameStamp;1263;Test.Score
Test.GameStamp;1266;Test.Score
Test.GameStamp;1269;Test.Score
Test.GameStamp;1272;Test.Score
Test.GameStamp;1275;Test.Score
Test.GameStamp;1278;Test.Score
Test.GameStamp;1281;Test.Score
Test.GameStamp;1284;Test.Score
Test.GameStamp;1287;Test.Score
Test.GameStamp;1290;Test.Score
Test.GameStamp;1293;Test.Score
Test.GameStamp;1296;Test.Score
Test.GameStamp;1299;Test.Score
Test.GameStamp;1302;Test.Score
Test.GameStamp;1305;Test.Score
Test.GameStamp;1308;Test.Score
Test.GameStamp;1311;Test.Score
Test.GameStamp;1314;Test.Score
Test.GameStamp;1317;Test.Score
Test.GameStamp;1320;Test.Score
Test.GameStamp;1323;Test.Score
Test.GameStamp;1326;Test.Score
Test.GameStamp;1329;Test.Score
Test.GameStamp;1332;Test.Score
Test.GameStamp;1335;Test.Score
Test.GameStamp;1338;Test.Score
Test.GameStamp;1341;Test.Score
Test.GameStamp;1344;Test.Score
Test.GameStamp;1347;Test.Score
Test.GameStamp;1350;Test.Score
Test.GameStamp;1353;Test.Score
Test.GameStamp;1356;Test.Score
Test.GameStamp;1359;Test.Score
Test.GameStamp;1362;Test.Score
Test.GameStamp;1365;Test.Score
Test.GameStamp;1368;Test.Score
Test.GameStamp;1371;Test.Score
Test.GameStamp;1374;Test.Score
Test.GameStamp;1377;Test.Score
Test.GameStamp;1380;Test.Score
Test.GameStamp;1383;Test.Score
Test.GameStamp;1386;Test.Score
Test.GameStamp;1389;Test.Score
Test.GameStamp;1392;Test.Score
Test.GameStamp;1395;Test.Score
Test.GameStamp;1398;Test.Score
Test.GameStamp;1401;Test.Score
Test.GameStamp;1404;Test.Score
Test.GameStamp;1407;Test.Score
Test.GameStamp;1410;Test.Score
Test.GameStamp;1413;Test.Score
Test.GameStamp;1416;Test.Score
Test.GameStamp;1419;Test.Score
Test.GameStamp;1422;Test.Score
Test.GameStamp;1425;Test.Score
Test.GameStamp;1428;Test.Score
Test.GameStamp;1431;Test.Score
Test.GameStamp;1434;Test.Score
Test.GameStamp;1437;Test.Score
Test.GameStamp;1440;Test.Score
Test.GameStamp;1443;Test.Score
Test.GameStamp;1446;Test.Score
Test.GameStamp;1449;Test.Score
Test.GameStamp;1452;Test.Score
Test.GameStamp;1455;Test.Score
Test.GameStamp;1458;Test.Score
Test.GameStamp;1461;Test.Score
Test.GameStamp;1464;Test.Score
Test.GameStamp;1467;Test.Score
Test.GameStamp;1470;Test.Score
Test.GameStamp;1473;Test.Score
Test.GameStamp;1476;Test.Score
Test.GameStamp;1479;Test.Score
Test.GameStamp;1482;Test.Score
Test.GameStamp;1485;Test.Score
Test.GameStamp;1488;Test.Score
Test.GameStamp;1491;Test.Score
Test.GameStamp;1494;Test.Score
Test.GameStamp;1497;Test.Score
Test.GameStamp;1500;Test.Score
Test.GameStamp;1503;Test.Score
Test.GameStamp;1506;Test.Score
Test.GameStamp;1509;Test.Score
Test.GameStamp;1512;Test.Score
Test.GameStamp;1515;Test.Score
Test.GameStamp;1518;Test.Score
Test.GameStamp;1521;Test.Score
Test.GameStamp;1524;Test.Score
Test.GameStamp;1527;Test.Score
Test.GameStamp;1530;Test.Score
Test.GameStamp;1533;Test.Score
Test.GameStamp;1536;Test.Score
Test.GameStamp;1539;Test.Score
Test.GameStamp;1542;Test.Score
Test.GameStamp;1545;Test.Score
Test.GameStamp;1548;Test.Score
Test.GameStamp;1551;Test.Score
Test.GameStamp;1554;Test.Score
Test.GameStamp;1557;Test.Score
Test.GameStamp;1560;Test.Score
Test.GameStamp;1563;Test.Score
Test.GameStamp;1566;Test.Score
Test.GameStamp;1569;Test.Score
Test.GameStamp;1572;Test.Score
Test.GameStamp;1575;Test.Score
Test.GameStamp;1578;Test.Score
Test.GameStamp;1581;Test.Score
Test.GameStamp;1584;Test.Score
Test.GameStamp;1587;Test.Score
Test.GameStamp;1590;Test.Score
Test.GameStamp;1593;Test.Score
Test.GameStamp;1596;Test.Score
Test.GameStamp;1599;Test.Score
Test.GameStamp;1602;Test.Score
Test.GameStamp;1605;Test.Score
Test.GameStamp;1608;Test.Score
Test.GameStamp;1611;Test.Score
Test.GameStamp;1614;Test.Score
Test.GameStamp;1617;Test.Score
Test.GameStamp;1620;Test.Score
Test.GameStamp;1623;Test.Score
Test.GameStamp;1626;Test.Score
Test.GameStamp;1629;Test.Score
Test.GameStamp;1632;Test.Score
Test.GameStamp;1635;Test.Score
Test.GameStamp;1638;Test.Score
Test.GameStamp;1641;Test.Score
Test.GameStamp;1644;Test.Score
Test.GameStamp;1647;Test.Score
Test.GameStamp;1650;Test.Score
Test.GameStamp;1653;Test.Score
Test.GameStamp;1656;Test.Score
Test.GameStamp;1659;Test.Score
Test.GameStamp;1662;Test.Score
Test.GameStamp;1665;Test.Score
Test.GameStamp;1668;Test.Score
Test.GameStamp;1671;Test.Score
Test.GameStamp;1674;Test.Score
Test.GameStamp;1677;Test.Score
Test.GameStamp;1680;Test.Score
Test.GameStamp;1683;Test.Score
Test.GameStamp;1686;Test.Score
Test.GameStamp;1689;Test.Score
Test.GameStamp;1692;Test.Score
Test.GameStamp;1695;Test.Score
Test.GameStamp;1698;Test.Score
Test.GameStamp;1701;Test.Score
Test.GameStamp;1704;Test.Score
Test.GameStamp;1707;Test.Score
Test.GameStamp;1710;Test.Score
Test.GameStamp;1713;Test.Score
Test.GameStamp;1716;Test.Score
Test.GameStamp;1719;Test.Score
Test.GameStamp;1722;Test.Score
Test.GameStamp;1725;Test.Score
Test.GameStamp;1728;Test.Score
Test.GameStamp;1731;Test.Score
Test.GameStamp;1734;Test.Score
Test.GameStamp;1737;Test.Score
Test.GameStamp;1740;Test.Score
Test.GameStamp;1743;Test.Score
Test.GameStamp;1746;Test.Score
Test.GameStamp;1749;Test.Score
Test.GameStamp;1752;Test.Score
Test.GameStamp;1755;Test.Score
Test.GameStamp;1758;Test.Score
Test.GameStamp;1761;Test.Score
Test.GameStamp;1764;Test.Score
Test.GameStamp;1767;Test.Score
Test.GameStamp;1770;Test.Score
Test.GameStamp;1773;Test.Score
Test.GameStamp;1776;Test.Score
Test.GameStamp;1779;Test.Score
Test.GameStamp;1782;Test.Score
Test.GameStamp;1785;Test.Score
Test.GameStamp;1788;Test.Score
Test.GameStamp;1791;Test.Score
Test.GameStamp;1794;Test.Score
Test.GameStamp;1797;Test.Score
Test.GameStamp;1800;Test.Score
Test.GameStamp;1803;Test.Score
Test.GameStamp;1806;Test.Score
Test.GameStamp;1809;Test.Score
Test.GameStamp;1812;Test.Score
Test.GameStamp;1815;Test.Score
Test.GameStamp;1818;Test.Score
Test.GameStamp;1821;Test.Score
Test.GameStamp;1824;Test.Score
Test.GameStamp;1827;Test.Score
Test.GameStamp;1830;Test.Score
Test.GameStamp;1833;Test.Score
Test.GameStamp;1836;Test.Score
Test.GameStamp;1839;Test.Score
Test.GameStamp;1842;Test.Score
Test.GameStamp;1845;Test.Score
Test.GameStamp;1848;Test.Score
Test.GameStamp;1851;Test.Score
Test.GameStamp;1854;Test.Score
Test.GameStamp;1857;Test.Score
Test.GameStamp;1860;Test.Score
Test.GameStamp;1863;Test.Score
Test.GameStamp;1866;Test.Score
Test.GameStamp;1869;Test.Score
Test.GameStamp;1872;Test.Score
Test.GameStamp;1875;Test.Score
Test.GameStamp;1878;Test.Score
Test.GameStamp;1881;Test.Score
Test.GameStamp;1884;Test.Score
Test.GameStamp;1887;Test.Score
Test.GameStamp;1890;Test.Score
Test.GameStamp;1893;Test.Score
Test.GameStamp;1896;Test.Score
Test.GameStamp;1899;Test.Score
Test.GameStamp;1902;Test.Score
Test.GameStamp;1905;Test.Score
Test.GameStamp;1908;Test.Score
Test.GameStamp;1911;Test.Score
Test.GameStamp;1914;Test.Score
Test.GameStamp;1917;Test.Score
Test.GameStamp;1920;Test.Score
Test.GameStamp;1923;Test.Score
Test.GameStamp;1926;Test.Score
Test.GameStamp;1929;Test.Score
Test.GameStamp;1932;Test.Score
Test.GameStamp;1935;Test.Score
Test.GameStamp;1938;Test.Score
Test.GameStamp;1941;Test.Score
Test.GameStamp;1944;Test.Score
Test.GameStamp;1947;Test.Score
Test.GameStamp;1950;Test.Score
Test.GameStamp;1953;Test.Score
Test.GameStamp;1956;Test.Score
Test.GameStamp;1959;Test.Score
Test.GameStamp;1962;Test.Score
Test.GameStamp;1965;Test.Score
Test.GameStamp;1968;Test.Score
Test.GameStamp;1971;Test.Score
Test.GameStamp;1974;Test.Score
Test.GameStamp;1977;Test.Score
Test.GameStamp;1980;Test.Score
Test.GameStamp;1983;Test.Score
Test.GameStamp;1986;Test.Score
Test.GameStamp;1989;Test.Score
Test.GameStamp;1992;Test.Score
Test.GameStamp;1995;Test.Score
Test.GameStamp;1998;Test.Score
Test.GameStamp;2001;Test.Score
Test.GameStamp;2004;Test.Score
Test.GameStamp;2007;Test.Score
Test.GameStamp;2010;Test.Score
Test.GameStamp;2013;Test.Score
Test.GameStamp;2016;Test.Score
Test.GameStamp;2019;Test.Score
Test.GameStamp;2022;Test.Score
Test.GameStamp;2025;Test.Score
Test.GameStamp;2028;Test.Score
Test.GameStamp;2031;Test.Score
Test.GameStamp;2034;Test.Score
Test.GameStamp;2037;Test.Score
Test.GameStamp;2040;Test.Score
Test.GameStamp;2043;Test.Score
Test.GameStamp;2046;Test.Score
Test.GameStamp;2049;Test.Score
Test.GameStamp;2052;Test.Score
Test.GameStamp;2055;Test.Score
Test.GameStamp;2058;Test.Score
Test.GameStamp;2061;Test.Score
Test.GameStamp;2064;Test.Score
Test.GameStamp;2067;Test.Score
Test.GameStamp;2070;Test.Score
Test.GameStamp;2073;Test.Score
Test.GameStamp;2076;Test.Score
Test.GameStamp;2079;Test.Score
Test.GameStamp;2082;Test.Score
Test.GameStamp;2085;Test.Score
Test.GameStamp;2088;Test.Score
Test.GameStamp;2091;Test.Score
Test.GameStamp;2094;Test.Score
Test.GameStamp;2097;Test.Score
Test.GameStamp;2100;Test.Score
Test.GameStamp;2103;Test.Score
Test.GameStamp;2106;Test.Score
Test.GameStamp;2109;Test.Score
Test.GameStamp;2112;Test.Score
Test.GameStamp;2115;Test.Score
Test.GameStamp;2118;Test.Score
Test.GameStamp;2121;Test.Score
Test.GameStamp;2124;Test.Score
Test.GameStamp;2127;Test.Score
Test.GameStamp;2130;Test.Score
Test.GameStamp;2133;Test.Score
Test.GameStamp;2136;Test.Score
Test.GameStamp;2139;Test.Score
Test.GameStamp;2142;Test.Score
Test.GameStamp;2145;Test.Score
Test.GameStamp;2148;Test.Score
Test.GameStamp;2151;Test.Score
Test.GameStamp;2154;Test.Score
Test.GameStamp;2157;Test.Score
Test.GameStamp;2160;Test.Score
Test.GameStamp;2163;Test.Score
Test.GameStamp;2166;Test.Score
Test.GameStamp;2169;Test.Score
Test.GameStamp;2172;Test.Score
Test.GameStamp;2175;Test.Score
Test.GameStamp;2178;Test.Score
Test.GameStamp;2181;Test.Score
Test.GameStamp;2184;Test.Score
Test.GameStamp;2187;Test.Score
Test.GameStamp;2190;Test.Score
Test.GameStamp;2193;Test.Score
Test.GameStamp;2196;Test.Score
Test.GameStamp;2199;Test.Score
Test.GameStamp;2202;Test.Score
Test.GameStamp;2205;Test.Score
Test.GameStamp;2208;Test.Score
Test.GameStamp;2211;Test.Score
Test.GameStamp;2214;Test.Score
Test.GameStamp;2217;Test.Score
Test.GameStamp;2220;Test.Score
Test.GameStamp;2223;Test.Score
Test.GameStamp;2226;Test.Score
Test.GameStamp;2229;Test.Score
Test.GameStamp;2232;Test.Score
Test.GameStamp;2235;Test.Score
Test.GameStamp;2238;Test.Score
Test.GameStamp;2241;Test.Score
Test.GameStamp;2244;Test.Score
Test.GameStamp;2247;Test.Score
Test.GameStamp;2250;Test.Score
Test.GameStamp;2253;Test.Score
Test.GameStamp;2256;Test.Score
Test.GameStamp;2259;Test.Score
Test.GameStamp;2262;Test.Score
Test.GameStamp;2265;Test.Score
Test.GameStamp;2268;Test.Score
Test.GameStamp;2271;Test.Score
Test.GameStamp;2274;Test.Score
Test.GameStamp;2277;Test.Score
Test.GameStamp;2280;Test.Score
Test.GameStamp;2283;Test.Score
Test.GameStamp;2286;Test.Score
Test.GameStamp;2289;Test.Score
Test.GameStamp;2292;Test.Score
Test.GameStamp;2295;Test.Score
Test.GameStamp;2298;Test.Score
Test.GameStamp;2301;Test.Score
Test.GameStamp;2304;Test.Score
Test.GameStamp;2307;Test.Score
Test.GameStamp;2310;Test.Score
Test.GameStamp;2313;Test.Score
Test.GameStamp;2316;Test.Score
Test.GameStamp;2319;Test.Score
Test.GameStamp;2322;Test.Score
Test.GameStamp;2325;Test.Score
Test.GameStamp;2328;Test.Score
Test.GameStamp;2331;Test.Score
Test.GameStamp;2334;Test.Score
Test.GameStamp;2337;Test.Score
Test.GameStamp;2340;Test.Score
Test.GameStamp;2343;Test.Score
Test.GameStamp;2346;Test.Score
Test.GameStamp;2349;Test.Score
Test.GameStamp;2352;Test.Score
Test.GameStamp;2355;Test.Score
Test.GameStamp;2358;Test.Score
Test.GameStamp;2361;Test.Score
Test.GameStamp;2364;Test.Score
Test.GameStamp;2367;Test.Score
Test.GameStamp;2370;Test.Score
Test.GameStamp;2373;Test.Score
Test.GameStamp;2376;Test.Score
